,text,label
177,calon presiden calon wakil presiden ri no 3 ganjar pranowo mahfud md pelindung petani tembakau mari sukseskan impian produksi tembakau berkualitas ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
178,nih kodam xiii moga2 kelanjutan boyolali kemarin pawai2 mbok ya knalpot breng breng lokasi2 sensitif sudah tidak musim pawai2 mengerahkan massa sekarang musimnya adu gagasan seperti desak anies,Pertahanan dan Keamanan
179,pendukung anies membawa bendera berebutan bersalaman pendukung prabowo membawa bendera partai berebut kaos dilemparkan,Politik
180,anies ganjar paslon warga negara indonesia berhak transparansi data menteri aktif kinerja 5 data research dipapar,Sosial Budaya
181,anies baswedan tom lembong dibuang kabinet kegagalan kinerja kualitas dikhawatirkan momok kinerja kepemerintahan,Politik
182,calon presiden ri no urut 3 ganjar pranowo memahami urgensi menjaga konstitusi aturan dasar negara panduan negarajnk ganjar mahfud rebound ganjar pranowo pilihan umat,Ideologi
183,anies salah 12 tentara tidak punya rumah 517 800 jt cyber attack 976429996x,Pertahanan dan Keamanan
184,pasangan ganjar pranowo mahfud md pilihan petani tembakaudukungan kunci kesuksesan produksi tembakau ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
185,desak anies nakes siang stunting kehamilan jakarta kamis 18 januari 2024,Sosial Budaya
186,ganjar pranowo mahfud md senang sekali lihat jnk bersama ganjar mahfud tagar membawa energi positif yuk lanjutin dukungan,Politik
187,2014 tidak rekam jejak jokowi prabowo menculik aktivis pilih jokowi 2019 dukung jokowi tidak suka watak prabowo 2024 jokowi dukung prabowo tidak dukung prabowo watak jokowi prabowo,Politik
188,bareng fuji thariq influencer nasional ganjar launching gratisin program internet super cepat gratis merata kota semarang indonesia bebas buffering,Ekonomi
190,puan buka peluang ganjar mahfud merapat anies cak imin pilpres 2024 putaran,Politik
191,kemenangan putaran prabowo gibran membawa harapan jelassama02 dukungantulus untuk02,Politik
192,anak2 muda humanies berdonasi video tron food truck web anies sampai cak imin gerakan perubahan bergelombang pengusaha rumah makan padang prmp bogor suplai makanan pejuang perubahan tps,Sosial Budaya
193,perayaan ulang ke51 pdi perjuangan diadakan sekolah partai hadir kehadiran mengesankan dimana megawati soekarnoputri sosok kunci partai didampingi prananda prabowo acara momen menandai tonggak sejarah partai diwarnai semangat perjuangan komitmen prinsipprinsip dianut pdi perjuangan pdiperjuangan hutpdiperjuanganke51 kebenaran pasti menang satyamevajayate ganjar mahfud 2024 menangkanganjar nomor3pilihanku,Politik
194,anies layak presiden ekonom jebolan as hasil survei bloomberg diremehkan,Politik
195,prabowo bilang gaza tunjukin tuh tone deaf dan its really disgusting tidak peduli genosida samsek sih lupa palestine under occupation 75 tahun military checkpoints illegal settlements kacau deh,Sosial Budaya
196,prabowo dedikasinya nyata indonesia 02untukmelanjutkan buktinyata tiadahenti,Politik
197,kelompok relawan gus ipul jatim deklarasi dukung prabowo gibran emil dardak khofifah bergabung prabowo relawan gus ipul tebal kemenangan jatim bolehkokpindah02 milihtulusnya hatipakbowo ayahbowogbran palingsejuk,Politik
198,dukungan ganjar wirausaha lokal dorongan positif ekonomi daerah,Ekonomi
199,desak anies ambon pinggir pantai baby indah beach spesial aspirasi muncul menghidupkan wilayah timur indonesia potensinya,Sosial Budaya
200,petani paslon 03 calon presiden ganjar pranowo dukung kuota pupuk ditingkatkan pertanian maju ganjar pranowo pilihan umat ganjar mahfud rebound,Ekonomi
201,eyang anies perihal 1 bahan baku farmasi import mahal 2 alkes harganya tertinggal dengan negara silahkan bandingkan gagasan bobot eyang anies amin dulu saja aniesmuhaimin2024,Politik
202,no i really enjoy the show indonesia tidak ada berani elit malam lontarkan anies prabowo stop normalisasi elit berbuat enak nya,Politik
203,ganjar mahfud memimpin visi bssn pusat daerah melindungi ancaman sib3r ganjar mahfud 2024 dulu jokowi sekarang ganjar coblos3,Pertahanan dan Keamanan
204,keren abis mas ganjar prof mahfud sudah bener-bener ngeset standar dunia ekonomi hijau ganjar pranowo merakyat berbuat rakyat ganjar presiden rakyat ganjar mahfud 2024 m3nangdebat4 coblos3,Ekonomi
205,peserta debat pemenang pilpres 2014 dan 2019 prabowo rival menilai debatnya isi mengedukasi masyarakat dan memang kecewa berharap debat dinikmati pendidikan politik mlh disuguhi tontonan menjatuhkan orang,Politik
206,gabung gaspoll bro relawan erick thohir banten tegak lurus dukung prabowo gibran tribun jabar menangseputaran,Politik
207,dukungan merata ganjar pranowo mahfud md pemimpin memimpin indonesia presiden 2024 ganjar pranowo pilihan umat teman alam ganjar kampanye pilpres2024,Politik
208,sederhana impactful paslon no 03 calon presiden ganjar pranowo calon wakil presiden mahfud md rencana merampingkan regulasi hukum investor indonesia ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
209,gibran mocked muhaimin for bringing dan reading notes whats the problem with having papers dan data in your hand during a debate does he remember his partner got flamed by ganjar just because he was wellprepared with a whole binder,Politik
210,anies belajar ekonomi paslon s1 s2 phd salah gelarny studi bidang ekonomi did did he really just said that debatcapres,Politik
211,dukungan tulus warga jabar modal prabowo jabartetapuntuk02 berbuatbaik untukmasyarakat,Politik
212,breaking newspelaku mengancam nembak anies baswedan tangkap kepolisianterima kasih,Pertahanan dan Keamanan
213,program calon presiden ganjar pranowo perjuangan bantuan sarana produksi mengalir sudut tanah pertanian perjuanganpetani ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
214,menhan prabowo subianto emil dardak berseloroh pemimpin muda acara resmikan sumur air bor bandung insider bandung insider indonesia kuat indonesia maju diplomasi progresif 02 02 melanjutkan,Politik
215,tementemen tanggal 14 februari bikin gebrakan nyoblos ganjar pranowo siapsiap ya ganjar pranowo pilihan umat ganjar mahfud rebound,Politik
216,alhamdulillah yra keluarga nu dukungan pasangan aamiin anies baswedan muhaimin iskandar aamiin amin dulu saja aniesmuhaimin2024,Politik
217,mirip begini ditakutin ditangisin prabowo nyinggung tanah pintar sih,Politik
218,mata pemilih pemula ganjar mahfud sosok politik mentor inspirasi apr3siasi keberanian bermimpi ganjar pranowo merakyat ganjar presiden rakyat ganjar mahfud 2024 m3nangdebat4 coblos3,Politik
219,gimana prabowo gentar koruptor nya saja gerbong mu noh minyak goreng impor gula proyek mangkrak food estate,Politik
221,mendukung ganjar mahfud pemimpin keyakinan mengatasi disparitas ekonomi menciptakan kesetaraan,Ekonomi
222,keceriaan kehebohan malam malam heboh warga jogyakarta kedatangan anies beliau jalan jalan malioboro,Politik
223,pasangan calon presiden calon wakil presiden ri nomor 03 ganjar pranowo mahfud md program bagus ekonomi 7 tumbuh terusmenerus ganjar mahfud rebound ganjar pranowo pilihan umat,Ekonomi
224,ganjar pranowo keyakinan konstitusi aturan dasar negara fondasi negara dijaga bersamasamajnk ganjar mahfud rebound ganjar pranowo pilihan umat,Ideologi
225,calon presiden wakil presiden memiliki gaya berkampanye siaran langsung live media sosial tiktok calon presiden nomor urut 1 anies baswedan calon wakil presiden nomor urut 3 mahfud md live tiktok anies berhasil menembus 300 ribu penonton live anies perjalanan daratnya lokasi jawa timur 2812 simak video selengkapnya hardnews_politik flashone cariberitaditvone aniesbaswedan mahfudmd livetiktok politik tvonetvpemilu kamika kabarkan andaputuskan maumemilih calon presiden calon wakil presiden pemilu2024 pilpres2024,Politik
226,orang latar prabowo programnya makan siang gratis program gagasan brilian digadanggadang pemimpin strategic kemampuan,Politik
227,ganjar selesai anies meringis orang no1 ri buku suara terkait debat semalam mengangkat tema pertahanan negara menandakan pertahanan negara benar2 sakral sbgmn prabowo bahwa tema diperdebatkan tapi tidak bisa dibuka sembarangan,Pertahanan dan Keamanan
228,merasakan beban hidup berat biayabiaya mahal kebebasan berpendapat ditekan ketidakadilan ketimpanan dimanamana fenomena ordal karir bisnis terhambat perubahan cobol nomor urut 1 anies imin aamiin,Politik
229,lupa suara bersamasama kekuatan memenangkan calon presiden ganjar pranowo mahfud md pemilu presidensnnq1be ganjar mahfud rebound ganjar pranowo pilihan umat tabrakprof,Politik
230,gorontalo pecah senin 8 januari 2024 anies menemui relawan simpatisan gorontalo tokoh gorontalo sambut meriah,Politik
231,penghianatan jalan ninja sikutu loncat pujangga politik anies,Politik
232,if youre still supporting prabowo 02 after he states palestina ditindas lemah rohingya diurus indonesia kesulitan diusir aceh sistem hukum indonesia sincerely you kamu bela,Politik
233,64 juta orang indonesia terkoneksi internet ganjar mahfud mewujudkan program internet gratis cepat merata nama programnya gratisin gratis internet cepat merata membangun ekosistem digital berlandaskan kemampuan pemuda indonesia berlandaskan pembacaan pdiperjuangan ganjaruntuksemua ganjarpresiden menangkanganjar nomor3pilihanku ganjar mahfud 2024 ganjarsatset mahfudtastes,Ekonomi
235,kehidupan pendidikan diskriminasi pendidikan pendidikan pesantren samasama kesempatan samasama anak indonesia anies danapesantrenamin,Sosial Budaya
236,rakyat mengalami tolong negara didampingi pengacara negara takut didiskriminasi aamiin saja anies deserve better videotron hotlineparisamin,Sosial Budaya
237,paslon 03 ganjar pranowo solusi pintar pertanian indo kuota pupuk diperluas hasil panennya top ganjar pranowo pilihan umat ganjar mahfud rebound,Ekonomi
238,malam ganjar salawatan sampai istighosah bareng puluhan ribu warga semarang senin 112024 dipimpin gus ali gondrong berlokasi lapangan sapta rengga bandungan kabupaten semarang suasana penuh suka cita ganjar warga menyambut 2024 bersamasama,Geografi
239,trauma polarisasi pilkada dki jakarta 2017 imbas politik identitas mewarnai pilkada jakarta prabowogibranistimewa bersama indonesia maju prabowogemoy prabowo subianto,Politik
240,juru bicara tpn ganjar mahfud aryo seno bagaskoro konteks relasi global indonesia maju unggul dibandingkan negaranegara keunggulan tercapai konsisten serius mencapai indonesia emas 2045 memanfaatkan momentum bonus demografi aryo juru bicara tpn ganjar mahfud aryo seno bagaskoro logika didasarkan kepastian penegakan hukum rekrutmen penempatan duta berdasarkan kapabilitas hubungan indonesia negaranegara produktif perlindungan diaspora juru bicara tpn ganjar mahfud aryo seno bagaskoro kebijakan pro kesejahteraan aparat penegak hukum ditingkatkan ganjar mahfud beasiswa khusus anakanak polisi tentara meringankan beban pendidikan prajurit polisi fokus bertugas sesuai tupoksinya pdiperjuangan ganjaruntuksemua ganjarpresiden menangkanganjar nomor3pilihanku ganjar mahfud 2024 ganjarsatset mahfudtastes,Sosial Budaya
241,alunalun tangerang lautan manusia tkd prabowo gibran putaran indonesia kuat indonesia maju diplomasi progresif 02 02 melanjutkan,Politik
242,jis anies janji bangun stadion standar fifa sumatera barat pastikan pakai rumput kamu,Sumber Daya Alam
243,kalau elu kasihanin diserang dirilulah dikasihani kritik anies prabowo akurat prabowo lahan 320 ribu ha disaat bangsa dihadapi ketimpangan lahan dahsyat hak alam direbut prabowo,Politik
244,kepemimpinan ganjar mahfud rakyat sumb3r daya alam pilar utama kesejahteraan ganjar pranowo terbukti ganjar presiden rakyat ganjar mahfud 2024 m3nangdebat4 coblos3,Sumber Daya Alam
245,alasan anies pilih jis ketimbang gbk kampanye akbar karya anak bangsa dibangun tenaga asing pemimpin pro rakyat bangga dengan hasil kerja anak bangsa bapak anies indonesia tidak butuh pemimpin letoy cengeng,Politik
246,relawan antusias sambut anies pekanbaru henny menjemput anies menjemput harapan rakyat,Politik
247,shock lihat prabowo kadernya mantan napi koruptor korupsinya tidak korupsi korupsi kejahatan pilih calon presiden komitmen anti korupsi,Politik
248,dipilih anies presiden level prajurit diperhatikan kesejahteraannya suruh tnipolri mempertahankan nkri menjaga keamanan bingung kebutuhan dasar tidak terpenuhi,Politik
250,dukungan kegiatan seni budaya mencerminkan perhatian prabowo identitas nasional 02untukmelanjutkan buktinyata tiadahenti,Sosial Budaya
251,mengejutkan pengamat militer gibran khianati prabowo menang pilpres 2024 alasannya,Politik
252,ganjar pranowo mahfud md memenangkan hati kebijakan kuliah gratis keberanian dukungan pendidikan patut diacungi jempol ganjar mahfud 2024 ganjarmahfudm3nang l3bihbaik,Politik
253,rangkuman komentar terbaik netizen selengkapnya iya sih anggaran proyek food estate triliunan gagal duitnya dipakai salah satunya dana kampanye duit prabowo aniespresiden2024,Politik
254,ganjar pranowo prof mahfud md ayo bantu nelayan menghadapi kredit macet hati penuh kasih sayang nelayanbantuankasih ganjar mahfud rebound ganjar pranowo pilihan umat,Politik
255,pasangan ganjar pranowo mahfud md harapan bener-bener solusi bangsa bro ganjar pranowo pilihan umat ganjar mahfud rebound,Politik
256,program paslon no 03 ganjar pranowo prof mahfud md bikin ekonomi maju 7 pertumbuhan ganjar mahfud rebound ganjar pranowo pilihan umat,Ekonomi
258,keterampilan prabowo gibran memahami ketahanan energi pangan menciptakan fondasi kuat kemajuan berkelanjutan,Pertahanan dan Keamanan
259,kepemimpinan anies menghasilkan perubahan positif sektor pendidikan transportasi lingkungan,Sosial Budaya
260,politik aji mumpung 2024 johan o silahi beberkan politik aji mumpung prabowo gibran bobroknyakemenhan bobroknyakemenhan,Politik
261,kabar pembubaran relawan prabowo gibran menciptakan kebingungan kalangan pendukung masyarakat klarifikasi ordebarureborn tolak02berkuasa,Politik
262,era anies banjir sedikit langsung siaga gerakin damkar atur pintu air efeknya julidin 7 7 malam realita jam langsung surut banjir diam saja gubernurnya anies if kamu know kamu know,Politik
263,jenderal napoleon bonaparte menghadiri acara konsolidasi purnawirawan polri untuk dukung anies baswedan,Politik
264,ganjar hapuskan hutang petani nelayan menang pilpres 2024 ganjar mahfud membebaskan petani nelayan indonesia jerataan utang ganjar mahfud kepedulian program konkret menyejahterakan nelatan petani,Politik
265,menarik pertemuan anies baswedan mantan menteri lingkungan hidup kehutanan emil salim diskusi upaya pelestarian lingkungan pembangunan berkelanjutan memiliki nilai be,Sumber Daya Alam
266,mengapresiasi tni dan polri dalam menjaga pertahanan dan keamanan indonesia pelik perbaikan kualitas hidupku tni dan polri bakal langsung prsidem prabowo subianto djojohadikusumo subianto calon prsidem 2024,Politik
267,respect warga disabilitas kesempatan acara desak anies,Sosial Budaya
268,saya sudah berhasil counter pilih anies ragu tolak rohingnya saya berhasil meyakinkannya biaya nolong tidak pakai apbd anti sekali tuh indonesia milik pribumi pas saya tanyain gimana timnas indonesia,Politik
269,ladang tebu cilacap perkebunan kelapa banyuwangi petani anies pelindung kepentingan,Sosial Budaya
270,nah laeku tidak dibuka data prabowo senayan lawan anggota dpr ri tidak rapat terbuka untuk bahas anggaran karena rahasia negara beritanya,Politik
271,ganjar pranowo inspirator sejati boarding schoolnya lembaga pendidikan mesin perubahan sosial kiprahnya membuktikan visi matang mengubah ganjar mahfud 2024 dulu jokowi sekarang ganjar coblos3,Politik
